time,SysSpd,longitude,latitude,origin,correction
20250210 170207,307.06,105°54.382',029°15.506',-5,1.42
20250210 170208,307.4,105°54.413',029°15.558',-5,1.42
20250210 170209,307.71,105°54.461',029°15.584',-5,1.42
20250210 170210,307.83,105°54.498',029°15.575',-5,1.42
20250210 170211,307.67,105°54.536',029°15.637',-5,1.42
20250210 170212,307.64,105°54.581',029°15.669',-5,1.42
20250210 170213,307.67,105°54.613',029°15.703',-5,1.42
20250210 170214,307.59,105°54.657',029°15.736',-5,1.42
20250210 170215,307.64,105°54.701',029°15.749',-5,1.42
20250210 170216,307.59,105°54.742',029°15.775',-5,1.42
20250210 170217,307.71,105°54.780',029°15.825',-5,1.42
20250210 170218,307.56,105°54.825',029°15.834',-5,1.42
20250210 170219,307.62,105°54.870',029°15.869',-5,1.42
20250210 170220,307.59,105°54.924',029°15.866',-5,1.42
20250210 170221,307.44,105°54.960',029°15.896',-5,1.42
20250210 170222,307.51,105°55.000',029°15.928',-5,1.42
20250210 170223,307.55,105°55.038',029°15.944',-5,1.42
20250210 170224,307.46,105°55.095',029°15.968',-5,1.42
20250210 170225,307.51,105°55.130',029°15.993',-5,1.42
20250210 170226,307.55,105°55.179',029°16.021',-5,1.42
20250210 170227,307.52,105°55.222',029°16.042',-5,1.42
20250210 170228,307.44,105°55.270',029°16.066',-5,1.42
20250210 170229,307.4,105°55.311',029°16.088',-5,1.42
20250210 170230,307.42,105°55.352',029°16.104',-5,1.42
20250210 170231,307.4,105°55.401',029°16.144',-5,1.42
20250210 170232,307.42,105°55.436',029°16.129',-5,1.42
20250210 170233,307.4,105°55.493',029°16.190',-5,1.42
20250210 170234,307.4,105°55.527',029°16.192',-5,1.42
20250210 170235,307.38,105°55.576',029°16.219',-5,1.42
20250210 170236,307.46,105°55.626',029°16.248',-5,1.42
20250210 170237,307.38,105°55.672',029°16.272',-5,1.42
20250210 170238,307.44,105°55.726',029°16.287',-5,1.42
20250210 170239,307.38,105°55.777',029°16.302',-5,1.42
20250210 170240,307.29,105°55.827',029°16.318',-5,1.42
20250210 170241,307.26,105°55.875',029°16.336',-5,1.42
20250210 170242,307,105°55.924',029°16.353',-5,1.42
20250210 170243,306.73,105°55.973',029°16.370',-5,1.42
20250210 170244,306.35,105°56.022',029°16.386',-5,1.42
20250210 170245,306.11,105°56.071',029°16.402',-5,1.42
20250210 170246,306.02,105°56.120',029°16.418',-5,1.42
20250210 170247,306.06,105°56.170',029°16.433',-5,1.42
20250210 170248,306.15,105°56.219',029°16.447',-5,1.42
20250210 170249,306.11,105°56.269',029°16.462',-5,1.42
20250210 170250,306.22,105°56.319',029°16.475',-5,1.42
20250210 170251,306.23,105°56.369',029°16.489',-5,1.42
20250210 170252,306.15,105°56.420',029°16.501',-5,1.42
20250210 170253,306.18,105°56.470',029°16.514',-5,1.42
20250210 170254,306.27,105°56.571',029°16.536',-5,1.42
20250210 170255,306.3,105°56.622',029°16.547',-5,1.42
20250210 170256,306.23,105°56.673',029°16.558',-5,1.42
20250210 170257,306.3,105°56.673',029°16.558',-5,1.42
20250210 170258,306.23,105°56.776',029°16.577',-5,1.42
20250210 170259,306.42,105°56.776',029°16.577',-5,1.42
20250210 170300,306.48,105°56.827',029°16.587',-5,1.42
20250210 170301,306.42,105°56.879',029°16.596',-5,1.42
20250210 170302,306.59,105°56.982',029°16.614',-5,1.42
20250210 170303,306.9,105°57.033',029°16.623',-5,1.42
20250210 170304,307.2,105°57.085',029°16.632',-5,1.42
20250210 170305,307.46,105°57.085',029°16.632',-5,1.42
20250210 170306,307.59,105°57.188',029°16.649',-5,1.42
20250210 170307,307.55,105°57.188',029°16.649',-5,1.42
20250210 170308,307.62,105°57.292',029°16.667',-5,1.42
20250210 170309,307.62,105°57.343',029°16.676',-5,1.42
20250210 170310,307.59,105°57.343',029°16.676',-5,1.42
20250210 170311,307.54,105°57.395',029°16.685',-5,1.42
20250210 170312,307.59,105°57.447',029°16.694',-5,1.42
20250210 170313,307.59,105°57.498',029°16.703',-5,1.42
20250210 170314,307.52,105°57.550',029°16.712',-5,1.42
20250210 170315,307.59,105°57.602',029°16.720',-5,1.42
20250210 170316,307.42,105°57.654',029°16.729',-5,1.42
20250210 170317,307.4,105°57.705',029°16.738',-5,1.42
20250210 170318,307.46,105°57.757',029°16.747',-5,1.42
20250210 170319,307.48,105°57.809',029°16.756',-5,1.42
20250210 170320,307.4,105°57.860',029°16.765',-5,1.42
20250210 170321,307.44,105°57.964',029°16.782',-5,1.42
20250210 170322,307.48,105°57.964',029°16.782',-5,1.42
20250210 170323,307.4,105°58.015',029°16.791',-5,1.42
20250210 170324,307.44,105°58.067',029°16.800',-5,1.42
20250210 170325,307.42,105°58.119',029°16.809',-5,1.42
20250210 170326,307.38,105°58.222',029°16.827',-5,1.42
20250210 170327,307.28,105°58.222',029°16.827',-5,1.42
20250210 170328,307.09,105°58.274',029°16.836',-5,1.42
20250210 170329,306.84,105°58.325',029°16.845',-5,1.42
20250210 170330,306.42,105°58.377',029°16.854',-5,1.42
20250210 170331,306.01,105°58.429',029°16.862',-5,1.42
20250210 170332,305.68,105°58.531',029°16.880',-5,1.42
20250210 170333,305.5,105°58.531',029°16.880',-5,1.42
20250210 170334,305.24,105°58.583',029°16.889',-5,1.42
20250210 170335,305.08,105°58.634',029°16.898',-5,1.42
20250210 170336,304.95,105°58.685',029°16.907',-5,1.42
20250210 170337,304.78,105°58.737',029°16.915',-5,1.42
20250210 170338,304.78,105°58.738',029°16.916',-5,1.42
20250210 170339,304.53,105°58.840',029°16.933',-5,1.42
20250210 170340,304.47,105°58.943',029°16.951',-5,1.42
20250210 170341,304.58,105°58.943',029°16.951',-5,1.42
20250210 170342,304.83,105°58.943',029°16.951',-5,1.42
20250210 170343,305.25,105°58.943',029°16.951',-5,1.42
20250210 170344,305.75,105°58.943',029°16.951',-5,1.42
20250210 170345,306.3,105°58.943',029°16.951',-5,1.42
20250210 170346,306.54,105°58.943',029°16.951',-5,1.42
20250210 170347,306.76,105°59.248',029°16.994',-5,1.42
20250210 170348,306.73,105°59.300',029°16.998',-5,1.42
20250210 170349,306.9,105°59.405',029°17.009',-5,1.42
20250210 170350,306.95,105°59.405',029°17.009',-5,1.42
20250210 170351,307.15,105°59.457',029°17.014',-5,1.42
20250210 170352,307.21,105°59.509',029°17.019',-5,1.42
20250210 170353,307.26,105°59.562',029°17.024',-5,1.42
20250210 170354,307.4,105°59.667',029°17.034',-5,1.42
20250210 170355,307.46,105°59.667',029°17.034',-5,1.42
20250210 170356,307.42,105°59.719',029°17.040',-5,1.42
20250210 170357,307.42,105°59.771',029°17.045',-5,1.42
20250210 170358,307.31,105°59.824',029°17.050',-5,1.42
20250210 170359,307.46,105°59.928',029°17.060',-5,1.42
20250210 170400,307.4,105°59.981',029°17.065',-5,1.42
20250210 170401,307.33,106°00.033',029°17.071',-5,1.42
20250210 170402,307.29,106°00.085',029°17.076',-5,1.42
20250210 170403,307.31,106°00.138',029°17.081',-5,1.42
20250210 170404,307.33,106°00.190',029°17.086',-5,1.42
20250210 170405,307.33,106°00.242',029°17.091',-5,1.42
20250210 170406,307.4,106°00.295',029°17.096',-5,1.42
20250210 170407,307.34,106°00.347',029°17.102',-5,1.42
20250210 170408,307.31,106°00.399',029°17.107',-5,1.42
20250210 170409,307.4,106°00.452',029°17.112',-5,1.42
20250210 170410,307.44,106°00.504',029°17.117',-5,1.42
20250210 170411,307.46,106°00.556',029°17.122',-5,1.42
20250210 170412,307.59,106°00.609',029°17.127',-5,1.42
20250210 170413,307.73,106°00.609',029°17.127',-5,1.42
20250210 170414,307.86,106°00.661',029°17.133',-5,1.42
20250210 170415,307.83,106°00.713',029°17.138',-5,1.42
20250210 170416,307.73,106°00.766',029°17.143',-5,1.42
20250210 170417,307.71,106°00.818',029°17.148',-5,1.42
20250210 170418,307.79,106°00.871',029°17.153',-5,1.42
20250210 170419,307.67,106°00.923',029°17.159',-6,1.42
20250210 170420,307.67,106°00.975',029°17.164',-5,1.42
20250210 170421,307.71,106°01.028',029°17.169',-5,1.42
20250210 170422,307.67,106°01.080',029°17.174',-5,1.42
20250210 170423,307.73,106°01.133',029°17.179',-5,1.42
20250210 170424,307.52,106°01.237',029°17.190',-5,1.42
20250210 170425,307.46,106°01.237',029°17.190',-5,1.42
20250210 170426,307.42,106°01.290',029°17.195',-5,1.42
20250210 170427,307.37,106°01.342',029°17.200',-5,1.42
20250210 170428,307.38,106°01.447',029°17.211',-5,1.42
20250210 170429,307.4,106°01.500',029°17.217',-5,1.42
20250210 170430,307.46,106°01.552',029°17.222',-6,1.42
20250210 170431,307.38,106°01.605',029°17.228',-6,1.42
20250210 170432,307.46,106°01.605',029°17.228',-6,1.42
